,AdjD,AdjDRk,AdjEM,AdjO,AdjORk,AdjT,AdjTRk,Conf,Luck,LuckRk,NCSOS,NCSOSRk,OppD,OppDRk,OppO,OppORk,Rk,SOS,SOSRk,Sd,Team,W-L
1,87.7,5,+33.29,121.0,1,64.7,229,ACC,+.009,145,+2.50,94,96.4,1,107.9,19,1,+11.53,4,1,Duke,35-5
2,88.5,8,+31.85,120.4,2,67.2,105,B12,+.038,83,+1.13,125,98.7,32,108.2,16,2,+9.53,16,1,Kansas,33-3
3,90.9,14,+27.62,118.5,6,68.7,59,BE,-.008,191,-2.96,246,99.8,67,108.5,10,3,+8.62,36,1,Syracuse,30-5
4,88.3,6,+26.54,114.9,22,68.3,66,SEC,+.060,43,-1.28,194,99.5,57,106.5,50,4,+7.06,55,1,Kentucky,35-3
5,91.7,21,+25.54,117.2,12,62.6,296,BE,+.057,45,+5.45,50,97.5,7,110.0,1,5,+12.58,1,2,West Virginia,31-7
6,90.6,12,+25.52,116.1,15,69.4,36,B12,-.008,192,+2.37,96,97.5,10,109.5,2,6,+11.99,2,2,Kansas St.,29-8
7,92.5,26,+24.99,117.5,8,64.6,232,B10,+.007,152,-2.92,243,98.4,26,106.3,60,7,+7.88,49,2,Ohio St.,29-8
8,94.3,43,+24.95,119.2,5,64.5,235,B12,-.021,234,-2.79,237,97.7,14,108.3,13,8,+10.59,8,3,Baylor,28-8
9,91.6,19,+23.56,115.2,20,59.2,339,B10,-.013,202,+1.01,128,99.2,49,107.9,18,9,+8.69,33,4,Wisconsin,24-9
10,94.0,37,+23.27,117.3,10,71.1,15,MWC,+.012,130,-0.03,148,101.0,99,104.9,96,10,+3.88,98,7,BYU,30-6
11,94.2,42,+22.64,116.8,13,65.8,182,BE,-.035,266,+3.35,79,97.4,6,109.0,4,11,+11.55,3,3,Georgetown,23-11
12,88.5,7,+22.45,111.0,49,63.0,286,Horz,+.032,91,+11.11,4,99.9,68,106.7,45,12,+6.85,60,5,Butler,33-5
13,95.9,57,+22.37,118.3,7,68.7,53,ACC,-.023,241,-4.35,276,97.8,15,106.7,46,13,+8.87,28,4,Maryland,24-9
14,97.4,76,+22.15,119.6,3,67.1,107,P10,-.043,282,+8.46,16,97.5,8,106.5,53,14,+9.03,25,8,California,24-11
15,87.7,4,+22.05,109.8,65,66.2,161,B10,+.070,33,-1.26,193,99.0,45,107.8,21,15,+8.81,30,4,Purdue,29-6
16,91.2,17,+21.33,112.6,37,64.3,243,B12,-.005,182,+0.15,141,97.9,16,109.4,3,16,+11.51,5,5,Texas A&M,24-10
17,96.0,59,+21.24,117.2,11,71.2,12,BE,+.025,103,-0.91,171,98.7,33,108.7,7,17,+10.03,12,2,Villanova,25-8
18,94.6,47,+20.87,115.5,18,68.9,47,A10,+.010,139,+7.27,30,98.2,19,106.2,64,18,+8.04,46,6,Xavier,26-9
19,93.1,30,+20.75,113.9,24,71.5,11,B12,-.014,209,-1.32,195,98.2,18,107.2,35,19,+9.01,27,8,Texas,24-10
20,92.7,27,+20.13,112.8,33,65.3,203,B10,+.027,96,-0.94,173,98.5,29,107.5,26,20,+9.03,24,5,Michigan St.,28-9
21,87.7,3,+20.12,107.8,93,60.4,332,A10,+.076,26,+5.68,49,100.3,86,106.4,57,21,+6.07,67,5,Temple,29-6
22,91.5,18,+19.99,111.5,46,68.8,51,B12,-.035,264,-6.10,306,98.9,43,107.1,39,22,+8.17,44,10,Missouri,23-11
23,96.1,62,+19.90,116.0,16,59.8,336,WAC,-.026,244,+0.16,140,103.2,181,105.0,91,23,+1.81,136,12,Utah St.,27-8
24,95.5,55,+19.65,115.1,21,62.3,305,BE,-.064,312,-6.52,311,98.9,44,108.0,17,24,+9.05,23,6,Marquette,22-12
25,91.6,20,+19.28,110.9,50,67.6,87,ACC,-.041,277,-2.85,239,97.6,11,106.3,61,25,+8.76,31,7,Clemson,21-11
26,89.1,9,+18.92,108.1,86,65.5,195,A10,-.097,340,+3.50,74,99.3,53,105.8,71,26,+6.43,64,3,Dayton,25-12
27,90.8,13,+18.87,109.6,67,58.9,340,MVC,+.034,85,-1.58,200,101.6,115,105.7,73,27,+4.08,92,9,Northern Iowa,30-5
28,92.8,28,+18.66,111.4,47,61.3,319,BE,+.041,76,-2.76,233,99.8,66,107.7,23,28,+7.87,50,3,Pittsburgh,25-9
29,97.9,85,+18.59,116.5,14,66.2,158,WCC,+.038,82,+1.18,123,102.7,166,105.4,81,29,+2.72,115,10,Saint Mary's,28-6
30,90.4,11,+18.50,108.9,75,67.5,91,SEC,+.082,20,-0.48,160,98.7,35,107.4,32,30,+8.67,34,6,Tennessee,28-9
31,91.0,15,+18.22,109.2,71,68.2,67,ACC,-.034,262,-2.46,229,96.4,2,107.4,31,31,+10.94,7,10,Georgia Tech,23-13
32,93.6,33,+18.19,111.7,44,71.7,10,P10,+.029,94,+1.13,126,99.7,62,106.7,44,32,+6.97,57,11,Washington,26-10
33,87.0,2,+18.02,105.0,145,65.3,208,ACC,+.009,142,-2.88,241,98.3,21,107.3,34,33,+9.01,26,9,Florida St.,22-10
34,94.1,41,+17.97,112.0,41,65.6,190,B10,-.055,302,-3.72,261,99.3,52,107.7,24,34,+8.37,40,11,Minnesota,21-14
35,101.7,153,+17.71,119.4,4,62.4,302,BE,-.068,320,-9.08,341,100.2,84,106.5,51,35,+6.28,66,6,Notre Dame,23-12
36,96.2,64,+17.54,113.7,25,68.7,56,SEC,+.019,115,+1.50,117,99.0,47,107.1,37,36,+8.14,45,4,Vanderbilt,24-9
37,90.3,10,+17.51,107.8,90,62.6,295,CAA,+.009,141,+6.16,44,101.9,127,105.0,90,37,+3.17,108,11,Old Dominion,27-9
38,97.6,78,+16.91,114.5,23,66.3,151,BE,-.038,271,-1.62,203,99.0,46,107.8,20,38,+8.87,29,9,Louisville,20-13
39,95.4,54,+16.72,112.2,40,66.2,159,B12,+.011,136,-4.33,274,98.7,36,107.2,36,39,+8.47,38,7,Oklahoma St.,22-11
40,94.9,51,+16.58,111.4,48,63.1,284,MWC,+.006,155,+2.24,99,99.9,69,105.3,84,40,+5.40,76,11,San Diego St.,25-9
41,94.0,40,+16.56,110.6,55,66.3,156,MWC,-.013,205,+0.67,135,100.7,93,104.8,104,41,+4.08,91,8,UNLV,25-9
42,91.2,16,+16.53,107.7,95,67.9,76,CUSA,+.024,104,-4.26,270,101.5,112,104.1,129,42,+2.62,120,12,UTEP,26-7
43,97.4,74,+16.18,113.6,26,67.4,98,MWC,+.096,13,+1.85,109,100.9,96,105.0,92,43,+4.09,90,3,New Mexico,30-5
44,96.1,63,+16.14,112.3,38,67.5,95,WCC,+.079,23,+4.43,61,102.1,137,105.5,79,44,+3.42,104,8,Gonzaga,27-7
45,93.7,34,+15.98,109.7,66,66.5,141,SEC,-.049,297,-2.76,234,100.0,75,105.5,77,45,+5.51,74,1,Mississippi St.,24-12
46,101.5,149,+15.92,117.4,9,63.9,261,Ivy,+.068,36,+4.12,65,101.9,130,101.2,218,46,-0.66,173,12,Cornell,29-5
47,92.4,24,+15.86,108.3,84,67.8,80,ACC,+.034,86,-8.51,336,100.1,78,105.8,70,47,+5.72,69,1,Virginia Tech,25-9
48,97.2,70,+15.77,112.9,32,68.7,55,SEC,-.034,261,-2.73,232,100.0,71,105.6,75,48,+5.66,71,2,Mississippi,24-11
49,100.1,118,+15.24,115.3,19,65.2,211,CUSA,-.038,273,-4.79,283,102.0,135,103.8,139,49,+1.87,134,3,Memphis,24-10
50,97.8,83,+15.23,113.0,31,63.9,262,SEC,-.061,309,-1.96,216,98.8,42,106.6,48,50,+7.75,51,10,Florida,21-13
51,92.5,25,+15.19,107.7,96,67.5,94,BE,-.078,329,+2.59,92,98.2,20,108.5,9,51,+10.27,10,4,Connecticut,18-16
52,94.8,50,+15.18,110.0,61,61.0,326,P10,-.013,201,-3.16,252,100.0,72,104.1,131,52,+4.11,89,1,Arizona St.,22-11
53,94.0,36,+15.06,109.0,74,65.6,192,OVC,-.011,200,-5.24,288,106.0,311,100.2,252,53,-5.78,272,13,Murray St.,31-5
54,93.8,35,+15.01,108.8,77,62.5,301,A10,+.047,64,+2.39,95,99.7,63,105.4,80,54,+5.70,70,7,Richmond,26-9
55,97.4,75,+14.79,112.2,39,65.3,204,ACC,-.069,321,-11.44,346,98.3,23,104.3,120,55,+6.02,68,,Miami FL,20-13
56,98.8,98,+14.39,113.2,28,68.2,69,CAA,-.016,221,-0.39,157,101.7,118,102.5,175,56,+0.84,151,,VCU,27-9
57,94.8,49,+14.38,109.2,73,66.6,136,B10,-.029,249,+2.01,103,98.4,24,107.5,27,57,+9.09,22,1,Illinois,21-15
58,93.0,29,+14.12,107.1,106,68.7,58,ACC,+.067,39,-0.82,165,96.9,3,107.4,28,58,+10.51,9,9,Wake Forest,20-11
59,95.5,56,+13.86,109.4,69,69.2,43,MAAC,+.027,99,+3.22,80,101.4,108,100.9,228,59,-0.51,170,13,Siena,27-7
60,99.1,101,+13.54,112.6,36,67.6,86,A10,+.033,87,+2.98,82,100.2,81,105.0,89,60,+4.83,81,2,Rhode Island,26-10
61,94.0,38,+13.39,107.4,102,70.4,23,ACC,-.013,206,+0.18,139,97.1,4,108.4,11,61,+11.36,6,4,North Carolina,20-17
62,91.8,22,+12.73,104.6,148,64.1,257,CUSA,+.017,119,+0.40,136,100.9,95,104.0,134,62,+3.09,109,2,UAB,25-9
63,95.3,53,+12.55,107.9,88,64.2,247,SEC,-.099,341,-0.93,172,99.8,64,106.5,49,63,+6.75,61,,Alabama,17-15
64,96.6,69,+12.26,108.9,76,64.5,238,MVC,+.002,165,-6.80,313,102.2,142,104.2,123,64,+2.06,130,3,Wichita St.,25-10
65,96.5,68,+12.10,108.6,80,61.8,313,Horz,-.047,294,+1.97,105,102.2,141,104.1,130,65,+1.93,132,,Wright St.,20-12
66,100.7,128,+12.05,112.7,35,69.5,34,BE,-.009,193,-9.28,342,99.9,70,107.6,25,66,+7.65,52,4,Seton Hall,19-13
67,94.5,46,+11.97,106.5,115,64.2,249,BE,-.032,257,-1.66,207,99.1,48,108.5,8,67,+9.38,19,6,St. John's,17-16
68,94.4,44,+11.92,106.3,120,65.3,206,BE,-.013,207,-1.16,185,98.5,30,108.3,14,68,+9.77,14,2,Cincinnati,19-16
69,94.6,48,+11.49,106.1,125,64.5,240,ACC,-.007,188,-5.32,292,97.7,13,106.4,58,69,+8.66,35,6,North Carolina St.,20-16
70,95.9,58,+11.48,107.4,101,61.8,314,B10,-.079,331,+2.62,90,98.4,25,107.7,22,70,+9.27,21,,Michigan,15-17
71,95.2,52,+11.32,106.5,113,60.3,333,CAA,-.057,304,+7.58,26,101.1,101,105.0,88,71,+3.89,97,5,Northeastern,20-13
72,97.6,80,+11.14,108.8,78,70.7,19,B12,+.026,101,-1.93,214,98.8,38,108.8,5,72,+10.08,11,5,Texas Tech,19-16
73,96.1,61,+11.09,107.2,105,67.5,93,B12,-.081,333,-3.70,260,99.3,50,108.8,6,73,+9.52,17,,Iowa St.,15-17
74,99.8,114,+10.87,110.7,51,64.1,256,ACC,-.086,337,-5.29,290,97.4,5,105.6,74,74,+8.22,43,,Boston College,15-16
75,100.9,134,+10.85,111.8,43,64.5,241,MVC,-.050,298,-4.44,279,102.3,147,103.3,154,75,+1.07,148,,Missouri St.,24-12
76,97.2,71,+10.76,108.0,87,61.7,316,ACC,-.067,318,-5.39,295,97.9,17,106.3,63,76,+8.38,39,,Virginia,15-16
77,86.1,1,+10.63,96.7,267,62.2,307,P10,-.043,283,+1.54,113,100.2,79,106.7,47,77,+6.53,63,,USC,16-14
78,97.3,72,+10.52,107.8,92,63.6,270,BE,+.061,42,-2.58,230,100.1,77,107.4,30,78,+7.33,54,3,South Florida,20-13
79,100.4,122,+10.28,110.6,54,63.1,283,WCC,+.020,114,+2.98,84,102.8,167,104.9,95,79,+2.15,128,,Portland,21-11
80,102.6,169,+10.20,112.8,34,68.7,54,WAC,-.030,253,+6.00,45,102.4,153,106.8,43,80,+4.33,86,6,Nevada,21-13
81,99.9,115,+10.18,110.1,59,68.5,65,CUSA,+.022,109,-1.18,188,101.8,124,103.5,149,81,+1.63,139,,Marshall,24-10
82,94.4,45,+10.12,104.6,147,63.5,273,SC,-.023,242,+4.23,63,103.8,203,102.2,183,82,-1.55,193,13,Wofford,26-9
83,97.7,82,+9.87,107.6,97,66.0,172,CUSA,+.023,105,-1.56,199,101.8,122,104.8,105,83,+2.99,110,5,Tulsa,23-12
84,103.2,180,+9.77,113.0,30,62.8,294,B10,+.002,167,-9.74,344,99.6,60,104.8,101,84,+5.19,77,7,Northwestern,20-14
85,97.4,77,+9.06,106.5,114,68.7,57,SEC,-.037,270,+1.22,122,98.8,39,107.4,29,85,+8.69,32,,South Carolina,15-16
86,97.8,84,+8.84,106.6,111,66.8,128,MAC,+.071,31,+3.99,67,101.3,107,103.4,150,86,+2.10,129,4,Kent St.,24-10
87,99.5,108,+8.83,108.4,83,67.6,88,P10,+.027,98,+6.93,32,98.8,41,107.1,38,87,+8.32,41,,Arizona,16-15
88,103.2,179,+8.79,112.0,42,71.1,14,CUSA,-.083,335,+0.68,134,101.2,104,105.0,93,88,+3.76,100,13,Houston,19-16
89,98.7,96,+8.77,107.5,100,64.6,234,MVC,+.023,106,-8.50,335,102.0,134,103.2,160,89,+1.25,143,6,Illinois St.,22-11
90,107.3,266,+8.70,116.0,17,73.3,5,BE,-.111,345,-2.05,219,98.7,34,108.3,15,90,+9.60,15,,Providence,12-19
91,101.1,137,+8.68,109.8,64,64.1,252,SEC,-.021,236,+1.89,108,97.5,9,106.8,42,91,+9.32,20,,Georgia,14-17
92,104.5,211,+8.63,113.1,29,67.0,118,B12,-.036,268,-3.90,265,97.6,12,107.0,40,92,+9.38,18,,Colorado,15-16
93,98.7,97,+8.28,107.0,107,62.8,293,B12,-.067,317,-8.83,339,98.3,22,106.3,62,93,+8.03,47,,Nebraska,15-18
94,99.0,100,+8.25,107.3,103,68.8,50,MAC,-.068,319,-0.90,170,102.3,152,103.1,163,94,+0.76,155,14,Ohio,22-15
95,98.4,92,+8.08,106.5,116,62.0,312,BSky,-.042,278,-0.86,168,105.6,289,103.4,153,95,-2.21,205,14,Montana,22-10
96,100.8,130,+7.91,108.7,79,67.1,110,A10,+.068,38,-0.61,162,99.8,65,103.7,142,96,+3.85,99,,Charlotte,19-12
97,98.3,91,+7.84,106.2,124,60.2,334,BW,+.011,137,+1.48,118,103.8,204,103.3,159,97,-0.53,171,,Pacific,23-12
98,92.4,23,+7.72,100.1,211,62.4,304,A10,+.039,81,-4.13,267,101.3,105,104.5,115,98,+3.20,106,,Saint Louis,23-13
99,96.1,60,+7.60,103.7,158,61.0,327,CUSA,-.051,300,-3.10,250,100.8,94,103.4,151,99,+2.64,119,,Southern Miss,20-14
100,102.7,172,+7.42,110.2,57,69.3,37,Slnd,+.052,54,+4.67,56,104.6,244,101.3,216,100,-3.33,230,14,Sam Houston St.,25-8
101,100.8,131,+7.04,107.9,89,62.2,306,B10,-.140,346,-8.17,333,98.8,40,106.3,59,101,+7.55,53,,Penn St.,11-20
102,98.1,88,+7.00,105.1,143,64.7,227,OVC,-.017,226,+1.84,110,105.6,291,101.3,214,102,-4.33,248,,Morehead St.,24-11
103,102.9,174,+6.98,109.9,63,69.0,45,SEC,-.075,327,-3.37,254,100.0,73,105.5,78,103,+5.52,73,,Auburn,15-17
104,103.2,181,+6.98,110.2,56,65.3,205,B12,-.037,269,-1.19,189,98.5,28,108.4,12,104,+9.92,13,,Oklahoma,13-18
105,102.2,163,+6.96,109.2,72,67.7,85,BSky,-.013,203,+7.28,29,104.1,219,103.9,136,105,-0.16,164,7,Weber St.,20-11
106,99.7,113,+6.75,106.5,117,66.3,152,P10,-.047,293,+0.15,142,99.6,59,106.5,54,106,+6.91,58,,Stanford,14-18
107,103.4,185,+6.58,110.0,60,60.2,335,CAA,+.116,7,+7.35,28,99.4,54,103.7,140,107,+4.28,87,5,William & Mary,22-11
108,102.2,161,+6.34,108.5,81,64.7,225,Sum,+.014,126,+6.88,34,104.2,223,101.4,212,108,-2.81,224,,IUPUI,25-11
109,104.0,202,+6.18,110.1,58,65.3,207,SC,+.012,131,+2.75,87,103.7,196,101.7,199,109,-1.96,202,,Appalachian St.,24-13
110,94.0,39,+6.11,100.1,209,64.7,230,MAAC,+.040,77,+0.37,137,102.6,158,101.8,195,110,-0.81,178,,Iona,21-10
111,101.4,145,+6.06,107.5,99,67.0,119,Ivy,+.051,56,+0.21,138,103.6,193,99.5,272,111,-4.12,243,,Harvard,21-8
112,105.5,231,+6.03,111.6,45,70.3,24,WAC,+.122,5,+2.09,102,101.7,120,105.8,72,112,+4.03,94,12,New Mexico St.,22-12
113,99.4,103,+5.99,105.4,139,67.6,89,WAC,+.109,9,-3.87,262,103.8,206,104.9,94,113,+1.15,145,,Louisiana Tech,24-11
114,100.6,125,+5.69,106.3,119,64.9,222,MVC,+.016,121,+0.99,129,101.1,100,105.6,76,114,+4.53,84,,Bradley,16-15
115,102.5,167,+5.67,108.2,85,66.1,165,P10,-.021,235,-6.16,308,100.3,87,104.8,106,115,+4.44,85,,Washington St.,16-15
116,102.2,162,+5.56,107.8,94,65.5,198,MVC,-.014,213,-0.98,177,101.5,111,104.7,110,116,+3.19,107,,Creighton,18-16
117,100.9,133,+5.48,106.4,118,64.3,246,P10,-.016,220,+1.15,124,99.4,55,106.5,55,117,+7.01,56,,UCLA,14-18
118,101.3,144,+5.36,106.7,110,65.7,187,MAAC,+.045,68,-7.06,315,102.3,149,100.7,235,118,-1.59,194,,Fairfield,23-11
119,100.6,124,+5.30,105.9,129,69.7,31,SEC,-.075,326,-2.77,236,100.3,88,105.9,69,119,+5.50,75,,Arkansas,14-18
120,93.3,32,+5.29,98.6,236,58.7,343,Ivy,+.008,150,-4.42,277,104.6,246,99.4,276,120,-5.24,261,,Princeton,22-9
121,100.1,116,+5.20,105.3,141,65.1,214,MAC,+.047,65,-4.29,272,103.7,197,102.2,185,121,-1.52,190,,Akron,24-11
122,98.3,89,+5.15,103.4,162,67.0,115,A10,-.044,284,-4.30,273,101.5,110,103.9,135,122,+2.48,125,,George Washington,16-15
123,101.0,135,+5.14,106.1,127,66.2,160,MVC,-.086,336,-5.92,302,101.9,131,103.7,141,123,+1.79,137,,Southern Illinois,15-15
124,98.0,87,+4.86,102.9,170,64.8,224,MWC,-.063,311,-0.37,156,101.3,106,105.4,82,124,+4.05,93,,Utah,14-17
125,100.7,127,+4.82,105.5,138,66.8,127,BSky,+.025,102,-7.64,323,106.8,331,101.9,193,125,-4.94,255,,Northern Colorado,25-8
126,96.4,66,+4.58,101.0,196,67.5,92,Horz,-.009,195,-6.43,310,103.7,199,103.1,165,126,-0.68,174,,Detroit,20-14
127,101.5,150,+4.39,105.9,128,64.5,237,SB,-.019,232,+4.17,64,104.2,226,101.4,211,127,-2.84,225,,Western Kentucky,21-13
128,101.6,152,+4.06,105.7,132,68.0,73,MAAC,-.062,310,-0.54,161,101.7,117,101.2,220,128,-0.51,169,,Niagara,18-15
129,101.8,155,+3.99,105.8,131,65.7,188,P10,+.009,147,-5.66,299,100.2,83,105.3,83,129,+5.10,78,,Oregon,16-16
130,101.6,151,+3.89,105.5,136,66.3,154,Horz,+.032,90,-0.14,151,102.5,154,103.5,147,130,+1.07,147,,Milwaukee,20-14
131,97.4,73,+3.77,101.1,194,69.2,41,CAA,-.001,175,-0.84,167,102.6,160,102.6,174,131,+0.00,162,,Hofstra,19-15
132,99.6,110,+3.67,103.3,166,68.8,52,ASun,-.013,208,+3.56,73,104.5,239,100.6,241,132,-3.95,241,,Belmont,19-12
133,100.3,120,+3.51,103.8,155,69.8,28,AE,+.008,149,+4.04,66,102.9,174,100.3,250,133,-2.66,219,,Boston University,21-14
134,102.7,171,+3.50,106.2,123,66.6,135,A10,-.018,227,+1.02,127,100.0,74,103.6,144,134,+3.57,103,,St. Bonaventure,15-16
135,104.3,209,+3.19,107.5,98,69.5,33,Sum,+.173,1,+10.65,5,104.4,232,101.6,205,135,-2.75,221,14,Oakland,26-9
136,101.0,136,+3.08,104.1,151,66.1,167,AE,+.068,35,-3.11,251,105.1,261,98.8,287,136,-6.32,284,16,Vermont,25-10
137,103.7,194,+3.07,106.7,108,65.9,179,MAC,-.030,251,+4.45,59,102.1,138,101.8,194,137,-0.27,166,,Western Michigan,18-15
138,101.5,148,+3.02,104.5,149,64.2,250,MVC,+.068,34,-0.41,158,100.7,91,104.6,113,138,+3.93,95,,Indiana St.,17-15
139,103.7,195,+3.00,106.7,109,63.4,278,Horz,+.088,16,-1.09,183,102.2,144,103.2,162,139,+0.98,150,,Green Bay,22-13
140,99.4,104,+2.84,102.3,180,65.6,194,Sum,+.004,158,+7.58,27,104.5,241,102.0,189,140,-2.55,217,,Oral Roberts,20-13
141,98.7,95,+2.83,101.5,188,66.0,171,MWC,+.020,113,-2.08,220,101.2,103,104.9,97,141,+3.67,101,,Colorado St.,16-16
142,99.7,111,+2.82,102.5,176,69.6,32,A10,+.027,100,-1.64,206,99.7,61,103.9,137,142,+4.26,88,,Duquesne,16-16
143,101.1,138,+2.79,103.9,152,59.7,337,MAC,-.028,247,+8.08,23,101.0,98,104.5,114,143,+3.57,102,,Miami OH,14-18
144,99.5,106,+2.75,102.2,183,68.0,71,ASun,+.043,71,+6.53,39,103.3,183,101.2,217,144,-2.07,203,8,Jacksonville,20-13
145,97.7,81,+2.74,100.5,205,63.6,269,CAA,+.001,169,+3.67,71,102.5,156,104.3,122,145,+1.82,135,,Drexel,16-16
